Park2000,parkCode,RecreationalVisits2000,NonRecreationalVisits2000,TotalVisits2000,RecreationVisitorHours2000,NonRecreationVisitorHours2000,VisitorDays2000,ConcessionerLodging2000,ConcessionerCamping2000,TentOvernights2000,RecreationVehicleOvernights2000,BackcountryOvernights2000,MiscellaneousOvernights20000,NonRecreationOvernights2000,TotalRecreationVisits2000,TotalNonRecreationVisits2000,SumOfTotalVisits2000,TotalRecreationVisitorHours2000,TotalNonRecreationVisitorHours2000,TotalVisitorDays2000,TotalConcessionerLodging2000,TotalConcessionerCamping2000,TotalTentOvernights2000,TotalRecreationVehicleOvernights2000,TotalBackcountryOvernights2000,TotalMiscellaneousOvernights2000,TotalNonRecreationOvernights2000
Independence NHP,INDE,"3,189,810",0,"3,189,810","4,785,490",0,"398,790",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Indiana Dunes NP,INDU,"1,798,318","108,486","1,906,804","5,024,739","54,243","418,728",0,0,"19,022","5,299",0,"6,301",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Isle Royale NP,ISRO,"21,257",144,"21,401","1,460,979","21,232","121,748","7,730",591,"7,166",0,"40,071","4,096",880,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
James A. Garfield NHS,JAGA,"23,332",0,"23,332","46,664",0,"3,888",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Jean Lafitte NHP & PRES,JELA,"882,450","416,898","1,299,348","1,549,783","102,365","129,148",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Jewel Cave NM,JECA,"128,295",519,"128,814","141,780",519,"11,814",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Jimmy Carter NHS,JICA,"50,292",0,"50,292","25,149",0,"2,095",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
"John D. Rockefeller, Jr. MEM PKWY",JODR,"1,219,337","10,800","1,230,137","2,389,297","2,700","199,108","23,675","29,994",0,0,"2,248","1,154",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
John Day Fossil Beds NM,JODA,"99,123",840,"99,963","118,582",84,"9,881",0,0,0,0,0,300,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
John F. Kennedy NHS,JOFI,"14,055",0,"14,055","7,029",0,585,0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
John Muir NHS,JOMU,"32,252","1,816","34,068","53,043",458,"4,420",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Johnstown Flood NMEM,JOFL,"121,098","101,868","222,966","121,893","3,056","10,157",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Joshua Tree NP,JOTR,"1,215,894","4,262","1,220,156","8,861,871","4,262","738,489",0,0,"138,159","47,985","6,958","49,697",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Kalaupapa NHP,KALA,"80,231",0,"80,231","641,848",0,"53,487",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Kaloko Honokohau NHP,KAHO,"44,640",0,"44,640","116,078",0,"9,673",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Katmai NP & PRES,KATM,"71,370",333,"71,703","870,700","11,376","72,558","3,908",0,"3,084",0,"21,222",257,363,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Kenai Fjords NP,KEFJ,"254,304",0,"254,304","836,892",0,"69,741",0,0,"1,294",28,"2,380",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Kennesaw Mountain NBP,KEMO,"1,287,608","10,175,895","11,463,503","2,118,384","1,628,143","176,532",0,0,0,0,0,198,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Kings Canyon NP,KICA,"533,734","32,789","566,523","17,350,713","131,156","1,445,892","45,693",0,"75,920","32,749","59,423","6,367",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Kings Mountain NMP,KIMO,"254,832","249,541","504,373","264,972","41,574","22,081",0,0,0,0,73,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Klondike Gold Rush NHP Alaska,KLGO,"694,533",0,"694,533","2,971,506",0,"247,625",0,0,"1,047",578,"4,288",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Klondike Gold Rush NHP Seattle,KLSE,"125,883",0,"125,883","94,413",0,"7,867",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Knife River Indian Villages NHS,KNRI,"32,961",419,"33,380","53,861",211,"4,488",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Kobuk Valley NP,KOVA,"2,906","5,800","8,706","9,356","46,400",779,0,0,0,0,0,0,250,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Korean War Veterans Memorial,KOWA,"2,996,266",0,"2,996,266","1,524,637",0,"127,053",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Lake Chelan NRA,LACH,"52,352",0,"52,352","660,222",0,"55,018","9,052",0,0,0,"4,815","6,851",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Lake Clark NP & PRES,LACL,"6,568",0,"6,568","57,334",0,"4,777",0,0,0,0,"2,009",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Lake Mead NRA,LAKE,"8,932,416","323,974","9,256,390","76,087,249","1,943,844","6,340,604","58,119","199,470","120,844","153,804","354,158","150,505","278,114","286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Lake Meredith NRA,LAMR,"1,710,605",0,"1,710,605","5,197,850",0,"433,154",0,0,"14,688","67,949","7,120","2,013",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Lake Roosevelt NRA,LARO,"1,407,448","18,000","1,425,448","5,726,194","9,000","477,182","47,863",0,"39,875","50,706","6,281","25,792",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Lassen Volcanic NP,LAVO,"381,003",0,"381,003","3,973,620",0,"331,135","5,741",0,"44,394","17,259","6,605","6,363",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Lava Beds NM,LABE,"122,993",771,"123,764","375,814",390,"31,317",0,0,"4,077","1,449",0,168,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
LBJ Memorial Grove on the Potomac,LYBA,"511,862",0,"511,862","255,933",0,"21,327",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Lewis & Clark NHP,LEWI,"212,880",267,"213,147","349,663",69,"29,138",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Lincoln Boyhood NMEM,LIBO,"155,622","16,200","171,822","175,075","2,700","14,589",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Lincoln Home NHS,LIHO,"372,753","11,274","384,027","330,240","70,189","27,520",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Lincoln Memorial,LINC,"3,998,832",0,"3,998,832","1,999,419",0,"166,618",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Little Bighorn Battlefield NM,LIBI,"340,733","3,057","343,790","340,883","1,531","28,406",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Longfellow House Washington's HQ NHS,LONG,0,0,0,0,0,0,0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Lowell NHP,LOWE,"589,742","8,818","598,560","851,500","13,231","70,958",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Lyndon B. Johnson NHP,LYJO,"112,135","11,160","123,295","334,013","44,640","27,834",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Maggie L. Walker NHS,MAWA,"9,364",0,"9,364","4,685",0,390,0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Mammoth Cave NP,MACA,"1,735,424","92,253","1,827,677","4,549,996","86,544","379,166","30,567",0,"37,408","15,768","4,905","1,281",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Manassas NBP,MANA,"700,941",480,"701,421","525,707",84,"43,808",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Manzanar NHS,MANZ,"31,261",0,"31,261","31,261",0,"2,605",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Marsh-Billings-Rockefeller NHP,MABI,"49,005",0,"49,005","98,010",0,"8,167",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
"Martin Luther King, Jr. NHP",MALU,"599,418",0,"599,418","1,113,033",0,"92,752",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Martin Van Buren NHS,MAVA,"14,629",720,"15,349","15,738",180,"1,311",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Mary McLeod Bethune Council House NHS,MABE,"5,761",0,"5,761","11,522",0,960,0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Mesa Verde NP,MEVE,"461,566","17,582","479,148","3,593,998","17,582","299,499","42,265",0,"27,856","13,633",0,522,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Minute Man NHP,MIMA,"990,419",0,"990,419","1,485,632",0,"123,802",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Mojave NPRES,MOJA,"380,415",0,"380,415","2,354,946",0,"196,245",0,0,"3,628",861,0,"1,549",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Monocacy NB,MONO,"18,139",0,"18,139","27,212",0,"2,267",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Montezuma Castle NM,MOCA,"802,807",420,"803,227","802,807",108,"66,900",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Moores Creek NB,MOCR,"87,236",0,"87,236","54,686",0,"4,557",0,0,0,0,9,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Morristown NHP,MORR,"506,210",0,"506,210","1,403,176",0,"116,931",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Mount Rainier NP,MORA,"1,339,071","620,391","1,959,462","15,185,535","620,391","1,265,461","43,524",0,"64,990","28,368","57,725",538,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Mount Rushmore NMEM,MORU,"1,888,546","662,701","2,551,247","2,486,571","220,898","207,214",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Muir Woods NM,MUWO,"886,826",0,"886,826","1,182,140",0,"98,511",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Natchez NHP,NATC,"340,700",0,"340,700","633,673",0,"52,806",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Natchez Trace PKWY,NATR,"5,928,573","8,567,736","14,496,309","24,015,153","8,567,736","2,001,262",0,0,"7,806","19,545",0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
National Capital Parks Central,NCPC,"2,715,925",0,"2,715,925","3,155,037",0,"262,919",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
National Capital Parks East,NCPE,"1,258,509","21,415,918","22,674,427","1,767,918","13,167,480","147,326",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Natural Bridges NM,NABR,"115,196",800,"115,996","653,269",400,"54,439",0,0,"4,529","2,881",0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Navajo NM,NAVA,"65,101","36,878","101,979","170,384","9,220","14,198",0,0,"1,654","1,077",483,102,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
New Bedford Whaling NHP,NEBE,"294,074",0,"294,074","147,278",0,"12,273",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
New Orleans Jazz NHP,JAZZ,"7,447",0,"7,447","10,349",0,862,0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
New River Gorge NP & PRES,NERI,"1,156,057","2,400","1,158,457","2,910,410","4,800","242,534",0,0,"12,149","9,658",0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Nez Perce NHP,NEPE,"150,482","1,800","152,282","139,547",180,"11,628",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Nicodemus NHS,NICO,"21,736",0,"21,736","21,736",0,"1,811",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Ninety Six NHS,NISI,"28,448",0,"28,448","35,561",0,"2,963",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Noatak NPRES,NOAT,"2,257","2,300","4,557","24,757","18,400","2,063",0,0,0,0,0,0,200,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
North Cascades NP,NOCA,"25,715",0,"25,715","408,555",0,"34,046",0,0,0,0,"18,656",7,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Obed W&SR,OBRI,"246,139","10,800","256,939","1,069,896",900,"89,157",0,0,"2,793",102,"1,601",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Ocmulgee Mounds NHP,OCMU,"122,660",0,"122,660","183,994",0,"15,332",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Olympic NP,OLYM,"3,288,274","830,069","4,118,343","17,425,322","317,578","1,452,110","70,220","8,855","123,346","79,506","105,019",408,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Oregon Caves NM & PRES,ORCA,"92,082",520,"92,602","351,942","1,040","29,328","4,731",0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Organ Pipe Cactus NM,ORPI,"240,738","1,189,064","1,429,802","959,625","594,534","79,968",0,0,"6,473","33,111","2,458","1,216",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Ozark NSR,OZAR,"1,594,282",0,"1,594,282","4,581,268",0,"381,772",905,0,"87,776","20,880","24,006","44,405",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Padre Island NS,PAIS,"704,512","1,800","706,312","4,784,018","14,400","398,668",0,0,"15,047","45,745","5,714","3,574",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Pea Ridge NMP,PERI,"83,064",0,"83,064","166,128",0,"13,843",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Pearl Harbor NMEM,PERL,"1,437,563","7,800","1,445,363","2,875,126","15,600","239,593",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Pecos NHP,PECO,"37,145",0,"37,145","54,402",0,"4,533",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Pennsylvania Avenue NHS,PAAV,"284,824",0,"284,824","93,992",0,"7,832",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Perry's Victory & Intl. Peace MEM,PEVI,"163,015",0,"163,015","182,467",0,"15,205",0,0,0,0,0,"2,416",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Petersburg NB,PETE,"173,385","363,366","536,751","166,684","90,842","13,890",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
