Park2000,parkCode,RecreationalVisits2000,NonRecreationalVisits2000,TotalVisits2000,RecreationVisitorHours2000,NonRecreationVisitorHours2000,VisitorDays2000,ConcessionerLodging2000,ConcessionerCamping2000,TentOvernights2000,RecreationVehicleOvernights2000,BackcountryOvernights2000,MiscellaneousOvernights20000,NonRecreationOvernights2000,TotalRecreationVisits2000,TotalNonRecreationVisits2000,SumOfTotalVisits2000,TotalRecreationVisitorHours2000,TotalNonRecreationVisitorHours2000,TotalVisitorDays2000,TotalConcessionerLodging2000,TotalConcessionerCamping2000,TotalTentOvernights2000,TotalRecreationVehicleOvernights2000,TotalBackcountryOvernights2000,TotalMiscellaneousOvernights2000,TotalNonRecreationOvernights2000
Petrified Forest NP,PEFO,"618,899",120,"619,019","1,469,401","12,804","122,450",0,0,0,0,597,0,"1,057","286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Petroglyph NM,PETR,"65,016",0,"65,016","66,014",0,"5,501",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Pictured Rocks NL,PIRO,"427,033","1,850","428,883","2,252,902",556,"187,741",0,0,"12,933","3,520","13,812",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Pinnacles NP,PINN,"162,262",0,"162,262","591,235",0,"49,269",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Pipe Spring NM,PISP,"53,404","1,800","55,204","53,404",900,"4,450",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Pipestone NM,PIPE,"94,343",0,"94,343","235,863",0,"19,655",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Piscataway Park,PISC,"202,219",0,"202,219","381,951",0,"31,829",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Point Reyes NS,PORE,"2,231,050","25,788","2,256,838","11,171,548","25,788","930,962","8,514","2,513",0,0,"23,972",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
President's Park,PRPA,"1,290,118",0,"1,290,118","1,715,774",0,"142,981",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Prince William Forest Park,PRWI,"172,222",480,"172,702","2,144,892",960,"178,741",0,"24,289","6,991",850,63,"30,792",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Pu'uhonua o Honaunau NHP,PUHO,"419,239",0,"419,239","419,239",0,"34,936",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Pu'ukohola Heiau NHS,PUHE,"54,707","136,481","191,188","27,357","22,737","2,279",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Rainbow Bridge NM,RABR,"199,289",0,"199,289","298,935",0,"24,911",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Redwood NP,REDW,"382,548",0,"382,548","2,550,379",0,"212,531","5,384",0,"10,634","38,717","1,417","3,836",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Richmond NBP,RICH,"93,360","150,188","243,548","216,909","37,547","18,075",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Rio Grande W&SR,RIGR,900,0,900,"87,696",0,"7,308",0,0,0,0,"4,329",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Rock Creek Park,ROCR,"2,029,965","12,419,556","14,449,521","2,836,538","6,209,782","236,378",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Rocky Mountain NP,ROMO,"3,180,889","193,852","3,374,741","22,806,758","41,059","1,900,563",0,0,"99,678","65,904","40,728","26,279",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Roger Williams NMEM,ROWI,"60,004","84,204","144,208","50,588","6,737","4,215",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Ross Lake NRA,ROLA,"270,696",720,"271,416","1,660,824",720,"138,402","7,246",0,"19,642","14,204","16,213",617,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Russell Cave NM,RUCA,"24,829",0,"24,829","45,357",0,"3,779",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Sagamore Hill NHS,SAHI,"57,298",0,"57,298","143,247",0,"11,937",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Saguaro NP,SAGU,"757,417","2,624,818","3,382,235","1,143,697","656,206","95,308",0,0,0,0,"1,660",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Saint Croix NSR,SACN,"371,459",0,"371,459","2,467,857",0,"205,654",0,0,0,0,"23,875",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Saint Paul's Church NHS,SAPA,"9,697",407,"10,104","14,713",190,"1,226",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Saint-Gaudens NHP,SAGA,"34,858",0,"34,858","67,468",0,"5,622",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Salem Maritime NHS,SAMA,"749,061",2,"749,063","479,501",2,"39,958",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Salinas Pueblo Missions NM,SAPU,"37,223",0,"37,223","77,073",0,"6,422",0,0,0,0,0,15,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
San Antonio Missions NHP,SAAN,"1,437,540",0,"1,437,540","2,297,639",0,"191,469",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
San Francisco Maritime NHP,SAFR,"3,466,441",0,"3,466,441","3,855,032",0,"321,252",0,0,0,0,0,"12,417",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
San Juan Island NHP,SAJH,"265,421",0,"265,421","238,989",0,"19,915",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
San Juan NHS,SAJU,"1,007,735",0,"1,007,735","1,964,954",0,"163,746",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Santa Monica Mountains NRA,SAMO,"478,397","44,880","523,277","981,609","359,040","81,800",0,0,0,0,144,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Saratoga NHP,SARA,"166,579","218,334","384,913","426,698","17,466","35,558",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Saugus Iron Works NHS,SAIR,"18,623","45,625","64,248","27,938","4,566","2,328",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Scotts Bluff NM,SCBL,"122,400",0,"122,400","232,560",0,"19,380",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Sequoia NP,SEQU,"851,817",360,"852,177","28,193,911","1,440","2,349,492","58,759",0,"94,131","40,419","65,294",226,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Shenandoah NP,SHEN,"1,363,348","10,962","1,374,310","9,784,360","2,743","815,363","107,855",0,"85,308","42,084","43,172",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Shiloh NMP,SHIL,"278,983","122,450","401,433","502,143","24,490","41,845",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Sitka NHP,SITK,"171,171",0,"171,171","98,246",0,"8,187",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Sleeping Bear Dunes NL,SLBE,"1,181,429",0,"1,181,429","6,697,023",0,"558,085",0,0,"46,397","43,082","25,576",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Springfield Armory NHS,SPAR,"22,014",0,"22,014","44,028",0,"3,669",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Statue of Liberty NM,STLI,"5,597,325",0,"5,597,325","16,791,975",0,"1,399,331",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Steamtown NHS,STEA,"170,954",0,"170,954","256,434",0,"21,369",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Stones River NB,STRI,"190,860","1,551","192,411","220,524",351,"18,377",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Sunset Crater Volcano NM,SUCR,"175,706","12,000","187,706","219,635","3,996","18,302",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Tallgrass Prairie NPRES,TAPR,"19,769",0,"19,769","39,538",0,"3,294",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Thaddeus Kosciuszko NMEM,THKO,"8,451",0,"8,451","2,114",0,176,0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Theodore Roosevelt Birthplace NHS,THRB,"21,774","1,104","22,878","23,399","2,372","1,949",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Theodore Roosevelt Inaugural NHS,THRI,"14,208",0,"14,208","32,291",0,"2,690",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Theodore Roosevelt Island,THIS,"177,594",0,"177,594","319,669",0,"26,639",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Theodore Roosevelt NP,THRO,"440,680","6,578","447,258","1,225,079","2,172","102,089",0,0,"10,267","15,050","1,030","2,131",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Thomas Edison NHP,EDIS,"3,558",0,"3,558","5,266",0,438,0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Thomas Jefferson MEM,JEFM,"2,021,766",0,"2,021,766","1,010,886",0,"84,240",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Thomas Stone NHS,THST,"3,820",0,"3,820","1,914",0,159,0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Timpanogos Cave NM,TICA,"116,835",0,"116,835","313,234",0,"26,102",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Timucuan EHP,TIMU,"648,856",0,"648,856","1,006,065",0,"83,838",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Tonto NM,TONT,"74,829",0,"74,829","115,797",0,"9,649",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Tumacacori NHP,TUMA,"55,680",0,"55,680","37,120",0,"3,093",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Tuskegee Institute NHS,TUIN,"59,114",0,"59,114","112,331",0,"9,360",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Tuzigoot NM,TUZI,"114,254",240,"114,494","85,692",60,"7,141",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Ulysses S. Grant NHS,ULSG,"18,454",0,"18,454","27,683",0,"2,306",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Upper Delaware S&RR,UPDE,"280,459","2,130","282,589","1,170,897",535,"97,574",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Valley Forge NHP,VAFO,"1,295,303","5,900,083","7,195,386","2,653,606","1,180,017","221,133",0,0,0,0,0,"3,500",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Vanderbilt Mansion NHS,VAMA,"382,615",0,"382,615","519,274",0,"43,272",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Vicksburg NMP,VICK,"968,884",0,"968,884","2,122,548",0,"176,879",0,0,0,0,0,455,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Vietnam Veterans MEM,VIVE,"3,935,973",0,"3,935,973","1,967,989",0,"163,999",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Virgin Islands NP,VIIS,"632,704","340,181","972,885","3,891,129","175,698","324,260","15,756","19,702",0,0,0,"153,960","15,396","286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Voyageurs NP,VOYA,"220,841","3,711","224,552","1,169,577","1,860","97,464","1,282",0,0,0,"16,716",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Walnut Canyon NM,WACA,"114,803",480,"115,283","152,455",240,"12,704",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
War in the Pacific NHP,WAPA,"148,830",798,"149,628","206,862",401,"17,238",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Washington Monument,WAMO,"167,562",0,"167,562","167,562",0,"13,963",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Weir Farm NHS,WEFA,"15,361",0,"15,361","27,085",0,"2,257",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Whiskeytown NRA,WHIS,"707,089","6,500","713,589","2,622,348","11,599","218,529",0,"19,272",0,"1,218","2,264","20,180",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
White House,WHHO,"1,114,052",0,"1,114,052","815,793",0,"67,982",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
White Sands NP,WHSA,"522,174",401,"522,575","780,136","2,933","65,011",0,0,0,0,"1,977",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Whitman Mission NHS,WHMI,"67,654",888,"68,542","67,654",444,"5,637",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
William Howard Taft NHS,WIHO,"8,134",0,"8,134","8,134",0,677,0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Wilson's Creek NB,WICR,"194,541",0,"194,541","401,209",0,"33,434",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Wind Cave NP,WICA,"657,289","203,150","860,439","2,261,933","67,040","188,494",0,0,"5,614","4,215",239,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Wolf Trap NP for the Performing Arts,WOTR,"527,596",0,"527,596","2,110,384",0,"175,865",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Women's Rights NHP,WORI,"28,404","1,344","29,748","24,599",672,"2,049",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Wrangell-St. Elias NP & PRES,WRST,"28,331",13,"28,344","1,303,226",156,"108,602",0,0,0,0,"2,209",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Wright Brothers NMEM,WRBR,"421,722","2,190","423,912","421,722","1,095","35,143",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Wupatki NM,WUPA,"247,342","6,531","253,873","495,764","3,920","41,313",0,0,0,0,60,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Yellowstone NP,YELL,"2,841,290","963,177","3,804,467","62,789,424","540,274","5,232,452","572,890","424,929","75,959","63,146","40,016","18,641",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Yosemite NP,YOSE,"3,388,924","149,877","3,538,801","63,148,680","3,561,393","5,262,390","834,561",0,"469,569","214,144","107,561","24,310",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Yukon-Charley Rivers NPRES,YUCH,"3,954",0,"3,954","389,100",0,"32,425",0,0,0,0,"15,883",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Zion NP,ZION,"2,475,585","21,900","2,497,485","16,428,300","5,475","1,369,025","66,067",0,"90,533","57,214","18,940","11,911",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"