Park2019,parkCode,RecreationalVisits2019,NonRecreationalVisits2019,TotalVisits2019,RecreationVisitorHours2019,NonRecreationVisitorHours2019,VisitorDays2019,ConcessionerLodging2019,ConcessionerCamping2019,TentOvernights2019,RecreationVehicleOvernights2019,BackcountryOvernights2019,MiscellaneousOvernights2019,NonRecreationOvernights2019,TotalRecreationVisits2019,TotalNonRecreationVisits2019,SumOfTotalVisits2019,TotalRecreationVisitorHours2019,TotalNonRecreationVisitorHours2019,TotalVisitorDays2019,TotalConcessionerLodging2019,TotalConcessionerCamping2019,TotalTentOvernights2019,TotalRecreationVehicleOvernights2019,TotalBackcountryOvernights2019,TotalMiscellaneousOvernights2019,TotalNonRecreationOvernights2019
"John D. Rockefeller, Jr. MEM PKWY",JODR,"1,431,078","10,800","1,441,878","1,704,363","2,700","142,030","8,588","4,743",0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
John Day Fossil Beds NM,JODA,"190,276",840,"191,116","220,719",84,"18,393",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
John F. Kennedy NHS,JOFI,"24,083",0,"24,083","12,041",0,"1,003",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
John Muir NHS,JOMU,"41,315",91,"41,406","61,973",23,"5,164",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Johnstown Flood NMEM,JOFL,"178,125","161,681","339,806","189,603","4,850","15,800",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Joshua Tree NP,JOTR,"2,963,070","10,569","2,973,639","17,386,626","10,569","1,448,885",0,0,"218,848","72,345","19,540","68,018",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Kalaupapa NHP,KALA,"70,411",0,"70,411","174,488",0,"14,540",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Kaloko Honokohau NHP,KAHO,"227,622",0,"227,622","511,655",0,"42,637",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Katmai NP & PRES,KATM,"84,167",0,"84,167","256,193",0,"21,349","4,268",0,"2,537",0,458,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Kenai Fjords NP,KEFJ,"355,672",0,"355,672","1,173,766",0,"97,813",0,0,"1,076",0,552,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Kennesaw Mountain NBP,KEMO,"2,765,130","25,255,295","28,020,425","4,343,568","4,040,847","361,964",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Keweenaw NHP,KEWE,"20,153",881,"21,034","36,032",881,"3,002",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Kings Canyon NP,KICA,"650,379","27,943","678,322","21,198,481","111,772","1,766,540","57,185",0,"102,860","31,686","15,460","2,411",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Kings Mountain NMP,KIMO,"275,842","266,620","542,462","231,875","44,418","19,322",0,0,0,0,50,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Klondike Gold Rush NHP Alaska,KLGO,"1,116,825",0,"1,116,825","4,598,408",0,"383,200",0,0,"1,790",0,"5,821",0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Klondike Gold Rush NHP Seattle,KLSE,"104,660",0,"104,660","183,155",0,"15,262",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Knife River Indian Villages NHS,KNRI,"10,501",535,"11,036","15,098",271,"1,258",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Kobuk Valley NP,KOVA,"15,576","7,750","23,326","58,224","62,000","4,852",0,0,0,0,"7,050",0,"5,350","323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Korean War Veterans Memorial,KOWA,"3,863,702",0,"3,863,702","1,931,850",0,"160,987",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Lake Chelan NRA,LACH,"39,509",0,"39,509","529,534",0,"44,127","9,514",0,0,0,"7,452",0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Lake Clark NP & PRES,LACL,"17,647",0,"17,647","52,058",0,"4,338",0,0,0,0,762,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Lake Mead NRA,LAKE,"7,498,260","271,958","7,770,218","59,285,220","1,631,746","4,940,435","30,718","102,919","120,360","153,186","202,900","48,937",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Lake Meredith NRA,LAMR,"1,293,960",0,"1,293,960","3,862,838",0,"321,903",0,0,"12,292","55,545",0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Lake Roosevelt NRA,LARO,"1,272,157","1,200","1,273,357","3,810,771",600,"317,564","2,716","2,948","32,693","41,451","2,649","2,952",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Lassen Volcanic NP,LAVO,"466,068",0,"466,068","5,179,740",0,"431,645","5,335","2,073","56,757","29,874","6,578","12,875",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Lava Beds NM,LABE,"107,346",771,"108,117","400,629",381,"33,385",0,0,"7,440","3,533",26,21,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
LBJ Memorial Grove on the Potomac,LYBA,"244,668",0,"244,668","122,335",0,"10,194",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Lewis & Clark NHP,LEWI,"268,827",145,"268,972","398,803",37,"33,233",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Lincoln Boyhood NMEM,LIBO,"145,261","16,200","161,461","163,417","2,700","13,618",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Lincoln Home NHS,LIHO,"198,458","1,280","199,738","176,241","6,977","14,686",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Lincoln Memorial,LINC,"7,592,588",0,"7,592,588","3,796,292",0,"316,357",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Little Bighorn Battlefield NM,LIBI,"239,907","2,110","242,017","239,907","1,056","19,992",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Little River Canyon NPRES,LIRI,"586,600",0,"586,600","1,533,334",0,"127,777",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Little Rock Central High School NHS,CHSC,"165,354",0,"165,354","165,354",0,"13,779",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Longfellow House Washington's HQ NHS,LONG,"57,212",0,"57,212","85,817",0,"7,151",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Lowell NHP,LOWE,"488,171","1,166","489,337","751,316","1,749","62,609",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Lyndon B. Johnson NHP,LYJO,"108,504",0,"108,504","183,173",0,"15,264",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Maggie L. Walker NHS,MAWA,"9,557",0,"9,557","14,336",0,"1,194",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Mammoth Cave NP,MACA,"537,437","115,914","653,351","4,311,815","57,955","359,317","27,914",0,"36,658","11,664","3,497","4,100",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Manassas NBP,MANA,"495,261",480,"495,741","371,447",84,"30,953",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Manhattan Project NHP,MAPR,"78,011",0,"78,011","112,560",0,"9,380",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Manzanar NHS,MANZ,"99,162",0,"99,162","148,742",0,"12,395",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Marsh-Billings-Rockefeller NHP,MABI,"50,295",0,"50,295","100,590",0,"8,382",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
"Martin Luther King, Jr. Memorial",MLKM,"3,656,853",0,"3,656,853","1,828,427",0,"152,368",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
"Martin Luther King, Jr. NHP",MALU,"729,007",0,"729,007","1,107,810",0,"92,317",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Martin Van Buren NHS,MAVA,"20,596",720,"21,316","20,877",180,"1,739",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Mary McLeod Bethune Council House NHS,MABE,"3,329",0,"3,329","6,658",0,554,0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Mesa Verde NP,MEVE,"557,960","9,049","567,009","3,970,292","9,049","330,857","21,413",0,"33,541","25,855",0,274,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Minidoka NHS,MIIN,"13,668",0,"13,668","23,423",0,"1,951",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Minute Man NHP,MIMA,"1,005,021",0,"1,005,021","1,507,529",0,"125,627",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Minuteman Missile NHS,MIMI,"123,925",0,"123,925","94,468",0,"7,872",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Mississippi NRRA,MISS,"375,182",0,"375,182","653,960",0,"54,496",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Missouri NRR,MNRR,"131,635",0,"131,635","131,635",0,"10,969",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Mojave NPRES,MOJA,"797,642",0,"797,642","4,788,854",0,"399,071",0,0,110,120,0,20,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Monocacy NB,MONO,"128,173",50,"128,223","260,025",130,"21,668",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Montezuma Castle NM,MOCA,"361,749",0,"361,749","361,749",0,"30,145",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Moores Creek NB,MOCR,"67,315",0,"67,315","44,825",0,"3,735",0,0,0,0,153,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Morristown NHP,MORR,"272,365",0,"272,365","801,501",0,"66,791",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Mount Rainier NP,MORA,"1,562,866","827,567","2,390,433","18,966,913","827,567","1,580,576","37,036",0,"83,824","30,511","52,607","8,903",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Mount Rushmore NMEM,MORU,"2,015,643","698,917","2,714,560","2,653,916","232,971","221,159",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Muir Woods NM,MUWO,"847,388",0,"847,388","1,129,569",0,"94,130",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Natchez NHP,NATC,"187,259",0,"187,259","421,829",0,"35,152",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Natchez Trace PKWY,NATR,"6,285,473","9,148,603","15,434,076","25,301,940","9,148,603","2,108,495",0,0,"5,523","9,027",0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
National Capital Parks Central,NCPC,"1,791,590",0,"1,791,590","1,131,261",0,"94,271",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
National Capital Parks East,NCPE,"1,211,461","32,260,279","33,471,740","2,048,371","21,164,720","170,697",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
National Park of American Samoa,NPSA,"55,866",0,"55,866","111,729",0,"9,310",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Natural Bridges NM,NABR,"90,171",800,"90,971","522,309",400,"43,525",0,0,"3,129","3,276",0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Navajo NM,NAVA,"50,157",112,"50,269","152,781",28,"12,731",0,0,"2,333","2,005",287,132,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
New Bedford Whaling NHP,NEBE,"145,913",0,"145,913","75,803",0,"6,316",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
New Orleans Jazz NHP,JAZZ,"37,002",0,"37,002","87,395",0,"7,282",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
New River Gorge NP & PRES,NERI,"1,152,801","2,400","1,155,201","2,539,896","4,800","211,658",0,0,"5,081","1,001",0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Nez Perce NHP,NEPE,"207,643","1,800","209,443","197,929",180,"16,494",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Nicodemus NHS,NICO,"3,355",0,"3,355","3,355",0,279,0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Ninety Six NHS,NISI,"92,149",0,"92,149","115,184",0,"9,598",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Niobrara NSR,NIOB,"60,561",0,"60,561","463,749",0,"38,645",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Noatak NPRES,NOAT,"17,026","8,450","25,476","252,016","67,600","21,001",0,0,0,0,"5,650",0,"4,750","323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
North Cascades NP,NOCA,"39,332",0,"39,332","680,496",0,"56,707",0,0,0,0,"27,741",0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Obed W&SR,OBRI,"219,369","10,800","230,169","934,833",900,"77,902",0,0,"8,406",0,310,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Ocmulgee Mounds NHP,OCMU,"143,471",0,"143,471","215,207",0,"17,933",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Olympic NP,OLYM,"3,229,936","707,590","3,937,526","16,862,855","291,877","1,405,237","73,649","27,229","134,401","73,226","97,408",203,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Oregon Caves NM & PRES,ORCA,"55,086",520,"55,606","165,257","1,040","13,771",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Organ Pipe Cactus NM,ORPI,"263,017","1,273,953","1,536,970","765,972","636,973","63,831",0,0,"6,327","24,367",277,55,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Ozark NSR,OZAR,"1,224,921",0,"1,224,921","3,362,373",0,"280,197",206,0,"64,148","21,272","11,052","23,334",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Padre Island NS,PAIS,"557,955","1,800","559,755","3,977,275","14,400","331,439",0,0,"19,605","32,391","13,595",384,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Palo Alto Battlefield NHP,PAAL,"157,933",0,"157,933","246,783",0,"20,565",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Paterson Great Falls NHP,PAGR,"258,213",0,"258,213","524,520",0,"43,710",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Pea Ridge NMP,PERI,"101,254",0,"101,254","202,511",0,"16,875",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Pearl Harbor NMEM,PERL,"1,634,032",0,"1,634,032","4,902,096",0,"408,508",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Pecos NHP,PECO,"41,922",0,"41,922","53,543",0,"4,461",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Pennsylvania Avenue NHS,PAAV,"122,150",0,"122,150","40,310",0,"3,359",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Perry's Victory & Intl. Peace MEM,PEVI,"119,927",0,"119,927","116,872",0,"9,739",0,0,0,0,0,124,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Petersburg NB,PETE,"226,790","358,571","585,361","241,637","89,641","20,136",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Petrified Forest NP,PEFO,"628,924",120,"629,044","1,653,058",120,"137,754",0,0,0,0,"1,424",0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Petroglyph NM,PETR,"285,062",0,"285,062","570,122",0,"47,510",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Pictured Rocks NL,PIRO,"852,908","3,456","856,364","4,203,765","10,190","350,313",0,0,"15,888","5,758","27,670",0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
