Park2019,parkCode,RecreationalVisits2019,NonRecreationalVisits2019,TotalVisits2019,RecreationVisitorHours2019,NonRecreationVisitorHours2019,VisitorDays2019,ConcessionerLodging2019,ConcessionerCamping2019,TentOvernights2019,RecreationVehicleOvernights2019,BackcountryOvernights2019,MiscellaneousOvernights2019,NonRecreationOvernights2019,TotalRecreationVisits2019,TotalNonRecreationVisits2019,SumOfTotalVisits2019,TotalRecreationVisitorHours2019,TotalNonRecreationVisitorHours2019,TotalVisitorDays2019,TotalConcessionerLodging2019,TotalConcessionerCamping2019,TotalTentOvernights2019,TotalRecreationVehicleOvernights2019,TotalBackcountryOvernights2019,TotalMiscellaneousOvernights2019,TotalNonRecreationOvernights2019
Pinnacles NP,PINN,"182,318",0,"182,318","653,101",0,"54,425",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Pipe Spring NM,PISP,"28,434",404,"28,838","42,651",900,"3,554",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Pipestone NM,PIPE,"77,740",0,"77,740","194,350",0,"16,195",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Piscataway Park,PISC,"281,251",0,"281,251","534,120",0,"44,510",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Point Reyes NS,PORE,"2,299,340","25,788","2,325,128","11,586,089","25,788","965,507","9,162",607,0,0,"37,626",0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Port Chicago Naval Magazine NMEM,POCH,813,0,813,"1,626",0,135,0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
President W.J. Clinton Birthplace Home NHS,WICL,"8,322",0,"8,322","8,322",0,693,0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
President's Park,PRPA,"905,018",0,"905,018","1,280,527",0,"106,710",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Prince William Forest Park,PRWI,"336,912",480,"337,392","3,256,252",960,"271,354",0,"29,452","22,218","1,550",270,"52,893",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Pu'uhonua o Honaunau NHP,PUHO,"405,934",0,"405,934","405,934",0,"33,827",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Pu'ukohola Heiau NHS,PUHE,"124,547","147,507","272,054","62,275","24,575","5,189",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Rainbow Bridge NM,RABR,"115,704",0,"115,704","173,556",0,"14,463",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Redwood NP,REDW,"500,028",0,"500,028","1,749,095",0,"145,757",0,0,"3,487",0,"3,182","2,472",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Richmond NBP,RICH,"202,686","150,191","352,877","376,647","37,548","31,387",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Rio Grande W&SR,RIGR,356,0,356,"41,040",0,"3,420",0,0,0,0,"1,977",0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
River Raisin NBP,RIRA,"230,200","7,488","237,688","460,401",748,"38,366",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Rock Creek Park,ROCR,"2,410,857","12,386,842","14,797,699","2,631,647","6,193,419","219,303",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Rocky Mountain NP,ROMO,"4,604,511","8,750","4,613,261","31,100,834","26,250","2,591,736",0,0,"111,102","63,777","41,228","1,003",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Roger Williams NMEM,ROWI,"57,845","81,263","139,108","50,230","6,499","4,185",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Rosie The Riveter WWII Home Front NHP,RORI,"49,917",0,"49,917","149,751",0,"12,479",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Ross Lake NRA,ROLA,"1,122,913",720,"1,123,633","2,868,677",720,"239,056","8,027",0,"39,562","13,995","10,168",990,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Russell Cave NM,RUCA,"16,869",0,"16,869","29,023",0,"2,418",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Sagamore Hill NHS,SAHI,"37,474",0,"37,474","93,687",0,"7,807",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Saguaro NP,SAGU,"994,358","2,463,119","3,457,477","1,045,885","615,781","87,157",0,0,0,0,"2,173",0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Saint Croix Island IHS,SACR,"11,656",0,"11,656","14,570",0,"1,214",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Saint Croix NSR,SACN,"646,367",0,"646,367","5,831,753",0,"485,979",0,0,0,0,"68,880",0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Saint Paul's Church NHS,SAPA,"18,730",465,"19,195","25,026",241,"2,085",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Saint-Gaudens NHP,SAGA,"32,040",0,"32,040","62,249",0,"5,187",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Salem Maritime NHS,SAMA,"320,382",0,"320,382","179,703",0,"14,975",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Salinas Pueblo Missions NM,SAPU,"30,731",0,"30,731","60,596",0,"5,049",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Salt River Bay NHP & Ecological Pres,SARI,"5,422",0,"5,422","12,530",0,"1,044",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
San Antonio Missions NHP,SAAN,"1,230,904",0,"1,230,904","1,652,812",0,"137,734",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
San Francisco Maritime NHP,SAFR,"3,913,755",0,"3,913,755","3,706,899",0,"308,908",0,0,0,0,0,247,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
San Juan Island NHP,SAJH,"267,986","74,023","342,009","443,877","18,508","36,989",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
San Juan NHS,SAJU,"1,176,017",0,"1,176,017","2,281,728",0,"190,144",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Sand Creek Massacre NHS,SAND,"5,861",0,"5,861","11,722",0,976,0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Santa Monica Mountains NRA,SAMO,"727,784","116,970","844,754","1,201,599","59,026","100,133",0,0,0,0,144,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Saratoga NHP,SARA,"145,587","73,565","219,152","437,977","5,884","36,498",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Saugus Iron Works NHS,SAIR,"9,023","45,625","54,648","13,534","4,566","1,127",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Scotts Bluff NM,SCBL,"160,357",0,"160,357","304,682",0,"25,390",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Sequoia NP,SEQU,"1,220,237","15,148","1,235,385","38,679,868","60,592","3,223,322","70,037",0,"132,404","67,970","30,130",256,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Shenandoah NP,SHEN,"1,376,264","10,962","1,387,226","10,446,592","2,742","870,549","95,152",0,"118,653","58,812","32,506",146,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Shiloh NMP,SHIL,"361,754","155,037","516,791","529,911","31,008","44,159",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Sitka NHP,SITK,"231,017",0,"231,017","140,536",0,"11,711",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Sleeping Bear Dunes NL,SLBE,"1,565,775",0,"1,565,775","8,667,901",0,"722,325",0,0,"58,157","62,051","18,931",0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Springfield Armory NHS,SPAR,"20,598",0,"20,598","41,197",0,"3,433",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Statue of Liberty NM,STLI,"4,256,090",0,"4,256,090","19,152,407",0,"1,596,033",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Steamtown NHS,STEA,"103,440","11,592","115,032","153,596","5,796","12,799",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Stones River NB,STRI,"270,731","1,440","272,171","404,000",240,"33,666",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Stonewall NM,STON,"2,083,700",0,"2,083,700","2,044,661",0,"170,388",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Sunset Crater Volcano NM,SUCR,"108,976","12,000","120,976","136,220","3,996","11,351",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Tallgrass Prairie NPRES,TAPR,"31,531",0,"31,531","63,062",0,"5,255",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Thaddeus Kosciuszko NMEM,THKO,"1,865",0,"1,865",465,0,38,0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Theodore Roosevelt Birthplace NHS,THRB,"26,117",117,"26,234","29,095",20,"2,424",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Theodore Roosevelt Inaugural NHS,THRI,"28,095",0,"28,095","53,293",0,"4,441",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Theodore Roosevelt Island,THIS,"151,500",0,"151,500","272,700",0,"22,725",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Theodore Roosevelt NP,THRO,"708,992","6,578","715,570","2,723,877","2,172","226,989",0,0,"16,779","20,540",732,"2,329",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Thomas Edison NHP,EDIS,"39,805",0,"39,805","50,342",0,"4,195",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Thomas Jefferson MEM,JEFM,"3,126,752",0,"3,126,752","1,563,376",0,"130,281",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Thomas Stone NHS,THST,"8,417",0,"8,417","4,209",0,350,0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Timpanogos Cave NM,TICA,"101,503",0,"101,503","194,631",0,"16,219",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Timucuan EHP,TIMU,"1,163,289",0,"1,163,289","2,980,967",0,"248,413",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Tonto NM,TONT,"30,619",0,"30,619","54,998",0,"4,583",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Tumacacori NHP,TUMA,"37,153",0,"37,153","56,291",0,"4,690",0,0,0,0,0,44,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Tuskegee Airmen NHS,TUAI,"27,575",0,"27,575","41,363",0,"3,446",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Tuskegee Institute NHS,TUIN,"36,198",0,"36,198","61,359",0,"5,113",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Tuzigoot NM,TUZI,"92,715",0,"92,715","92,715",0,"7,726",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Ulysses S. Grant NHS,ULSG,"38,637",0,"38,637","57,955",0,"4,829",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Upper Delaware S&RR,UPDE,"218,154","251,582","469,736","805,131","20,490","67,094",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Valley Forge NHP,VAFO,"2,012,376",0,"2,012,376","4,024,752",0,"335,396",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Vanderbilt Mansion NHS,VAMA,"331,435",0,"331,435","417,989",0,"34,832",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Vicksburg NMP,VICK,"536,404",0,"536,404","1,190,773",0,"99,231",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Vietnam Veterans MEM,VIVE,"4,473,495",0,"4,473,495","2,236,745",0,"186,395",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Virgin Islands NP,VIIS,"88,516","236,255","324,771","544,370","59,062","45,364",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Voyageurs NP,VOYA,"232,872",0,"232,872","1,179,305",0,"98,275","3,727",0,0,0,"45,282","25,082",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Waco Mammoth NM,WACO,"109,108","6,533","115,641","140,850","2,352","11,737",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Walnut Canyon NM,WACA,"156,139",480,"156,619","202,982",240,"16,915",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
War in the Pacific NHP,WAPA,"423,063","1,141","424,204","425,343",571,"35,445",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Washington Monument,WAMO,"16,208",0,"16,208","16,208",0,"1,350",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Washita Battlefield NHS,WABA,"10,923",0,"10,923","10,923",0,910,0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Weir Farm NHS,WEFA,"37,482",0,"37,482","70,037",0,"5,836",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Whiskeytown NRA,WHIS,"649,075","6,000","655,075","2,136,313","11,341","178,026",0,"6,282",565,390,0,"2,530",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
White House,WHHO,"450,163",0,"450,163","369,060",0,"30,755",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
White Sands NP,WHSA,"574,654",0,"574,654","1,441,483",0,"120,123",0,0,0,0,"4,194",0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Whitman Mission NHS,WHMI,"48,579",888,"49,467","48,579",444,"4,048",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
William Howard Taft NHS,WIHO,"30,010",0,"30,010","30,010",0,"2,500",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Wilson's Creek NB,WICR,"230,151",0,"230,151","460,303",0,"38,358",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Wind Cave NP,WICA,"627,750","252,005","879,755","1,762,558","83,160","146,879",0,0,"3,639","3,619",375,505,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Wolf Trap NP for the Performing Arts,WOTR,"403,579",0,"403,579","1,614,316",0,"134,526",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Women's Rights NHP,WORI,"37,253","1,344","38,597","39,916",672,"3,326",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
World War II Memorial,WWII,"4,744,224",0,"4,744,224","2,372,112",0,"197,676",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Wrangell-St. Elias NP & PRES,WRST,"74,518",0,"74,518","3,427,825",0,"285,652",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Wright Brothers NMEM,WRBR,"390,686","2,190","392,876","390,686","1,095","32,557",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Wupatki NM,WUPA,"182,999","6,531","189,530","366,302","3,920","30,525",0,0,0,0,17,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Yellowstone NP,YELL,"4,062,120","1,203,593","5,265,713","79,958,386","709,645","6,663,198","611,110","476,909","82,315","82,025","38,329","9,850",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Yosemite NP,YOSE,"4,481,945","169,839","4,651,784","65,362,817","4,350,096","5,446,901","673,290",0,"459,202","216,144","155,346","30,057",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Yukon-Charley Rivers NPRES,YUCH,"1,157",0,"1,157","49,210",0,"4,100",0,0,0,0,"1,954",0,700,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Zion NP,ZION,"4,401,197","21,900","4,423,097","28,614,842","5,475","2,384,570","82,210",0,"122,471","74,692","18,091","20,569",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"